IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.71
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,7.71
8.219.4.122,2086,2086,false,SIN,Asia Pacific,Singapore,15,7.71
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,51,7.70
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,86,7.70
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.70
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.70
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.69
47.76.80.72,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,7.69
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,7.69
47.243.234.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,7.69
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.69
8.222.160.176,2083,2083,true,SIN,Asia Pacific,Singapore,49,7.69
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,31,7.68
8.210.66.190,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,7.68
8.219.222.98,2052,2052,false,SIN,Asia Pacific,Singapore,53,7.68
8.210.66.190,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,7.67
47.237.81.112,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.67
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,56,7.65
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,7.65
8.219.235.164,2095,2095,false,SIN,Asia Pacific,Singapore,32,7.64
8.210.119.11,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,7.64
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,7.64
47.237.11.182,2083,2083,true,SIN,Asia Pacific,Singapore,84,7.64
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,91,7.64
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.63
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,4,7.62
47.236.169.164,2053,2053,true,SIN,Asia Pacific,Singapore,50,7.62
47.245.102.52,2096,2096,true,SIN,Asia Pacific,Singapore,57,7.61
47.236.180.51,8443,8443,true,SIN,Asia Pacific,Singapore,55,7.61
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,7.61
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,7.61
8.219.198.34,443,443,true,SIN,Asia Pacific,Singapore,146,7.60
8.222.180.86,2083,2083,true,SIN,Asia Pacific,Singapore,60,7.59
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.59
8.217.164.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,129,7.59
47.236.172.95,2053,2053,true,SIN,Asia Pacific,Singapore,99,7.59
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,22,7.58
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,94,7.58
8.219.248.47,2086,2086,false,SIN,Asia Pacific,Singapore,43,7.58
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,7.58
8.219.191.110,2087,2087,true,SIN,Asia Pacific,Singapore,107,7.58
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,7.57
47.236.170.225,8443,8443,true,SIN,Asia Pacific,Singapore,46,7.57
47.242.176.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,78,7.57
47.242.36.78,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,7.56
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.55
8.222.179.231,8443,8443,true,SIN,Asia Pacific,Singapore,66,7.54
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,33,7.54
8.210.100.23,80,80,false,HKG,Asia Pacific,Hong Kong,49,7.53
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,7.53
47.243.206.150,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,7.52
8.217.221.165,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,7.52
8.222.137.192,2053,2053,true,SIN,Asia Pacific,Singapore,104,7.51
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,80,7.51
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,24,7.51
8.222.146.222,8080,8080,false,SIN,Asia Pacific,Singapore,29,7.51
47.243.27.217,80,80,false,HKG,Asia Pacific,Hong Kong,87,7.50
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,71,7.50
47.243.234.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,7.49
47.236.180.51,2053,2053,true,SIN,Asia Pacific,Singapore,57,7.49
47.242.176.237,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,7.49
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,17,7.49
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,55,7.48
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,65,7.48
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,7.48
8.217.232.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,61,7.47
8.219.209.14,2053,2053,true,SIN,Asia Pacific,Singapore,137,7.47
47.237.0.31,80,80,false,SIN,Asia Pacific,Singapore,26,7.47
