IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,72,7.99
47.237.14.220,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.98
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,7.98
47.237.95.156,80,80,false,SIN,Asia Pacific,Singapore,14,7.98
47.236.170.54,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.97
47.242.252.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,40,7.97
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,7.97
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,35,7.96
8.218.222.36,8443,8443,true,HKG,Asia Pacific,Hong Kong,64,7.96
8.219.122.55,80,80,false,SIN,Asia Pacific,Singapore,17,7.96
47.237.11.182,2083,2083,true,SIN,Asia Pacific,Singapore,55,7.95
8.217.207.60,8443,8443,true,HKG,Asia Pacific,Hong Kong,81,7.95
8.218.136.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,7.95
47.236.144.156,8443,8443,true,SIN,Asia Pacific,Singapore,142,7.95
8.219.42.72,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.95
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.95
8.219.111.175,8443,8443,true,SIN,Asia Pacific,Singapore,73,7.94
8.219.142.191,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.93
8.217.121.207,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,7.93
8.219.67.133,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.93
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,42,7.93
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,108,7.92
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,97,7.91
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,21,7.91
47.237.95.13,8880,8880,false,SIN,Asia Pacific,Singapore,44,7.90
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,94,7.89
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,17,7.89
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,5,7.89
47.242.171.94,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,7.89
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.89
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,10,7.89
47.236.130.95,2096,2096,true,SIN,Asia Pacific,Singapore,59,7.88
47.236.169.15,2083,2083,true,SIN,Asia Pacific,Singapore,122,7.88
47.236.158.158,2083,2083,true,SIN,Asia Pacific,Singapore,109,7.88
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,28,7.88
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,16,7.87
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,37,7.87
8.217.193.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,7.87
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,94,7.87
8.219.1.92,2096,2096,true,SIN,Asia Pacific,Singapore,53,7.87
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.86
8.219.222.98,2087,2087,true,SIN,Asia Pacific,Singapore,69,7.86
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,29,7.86
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,21,7.86
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,29,7.85
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,28,7.85
8.210.156.6,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,7.83
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.83
47.251.74.226,443,443,true,LAX,North America,Los Angeles,171,7.82
8.219.87.30,2053,2053,true,SIN,Asia Pacific,Singapore,43,7.82
47.237.10.1,2083,2083,true,SIN,Asia Pacific,Singapore,104,7.82
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,44,7.81
8.219.49.65,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.81
8.222.214.231,2096,2096,true,SIN,Asia Pacific,Singapore,56,7.81
47.236.150.13,2082,2082,false,SIN,Asia Pacific,Singapore,27,7.81
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,56,7.81
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,20,7.80
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.80
8.218.204.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,182,7.79
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,7.79
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,45,7.79
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,18,7.79
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.79
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,52,7.79
8.219.50.180,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.79
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,7.79
8.210.156.6,2053,2053,true,HKG,Asia Pacific,Hong Kong,69,7.78
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,7.78
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,84,7.78
8.219.99.169,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.77
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,5,7.77
8.219.132.64,2087,2087,true,SIN,Asia Pacific,Singapore,89,7.77
47.236.123.133,2083,2083,true,SIN,Asia Pacific,Singapore,45,7.77
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.77
8.219.153.237,8880,8880,false,NRT,Asia Pacific,Tokyo,97,7.77
8.219.240.160,8443,8443,true,SIN,Asia Pacific,Singapore,59,7.76
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,88,7.76
47.236.9.152,2083,2083,true,SIN,Asia Pacific,Singapore,92,7.75
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,16,7.75
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.74
47.245.105.224,2083,2083,true,SIN,Asia Pacific,Singapore,76,7.74
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,7.74
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,7.74
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,33,7.73
8.210.34.188,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,7.73
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,7.73
47.236.83.239,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.73
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,7.72
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,7.72
47.236.144.208,2096,2096,true,SIN,Asia Pacific,Singapore,98,7.72
8.218.48.92,8443,8443,true,HKG,Asia Pacific,Hong Kong,93,7.72
8.219.202.130,2053,2053,true,SIN,Asia Pacific,Singapore,5,7.71
8.219.198.34,80,80,false,SIN,Asia Pacific,Singapore,45,7.71
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,46,7.71
47.236.180.51,80,80,false,SIN,Asia Pacific,Singapore,11,7.70
47.236.150.13,2096,2096,true,SIN,Asia Pacific,Singapore,99,7.70
47.237.95.140,2096,2096,true,SIN,Asia Pacific,Singapore,79,7.70
47.236.254.120,2053,2053,true,SIN,Asia Pacific,Singapore,76,7.70
8.210.65.1,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,7.69
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,7.69
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,32,7.69
8.222.183.242,8443,8443,true,SIN,Asia Pacific,Singapore,44,7.69
47.237.84.173,2086,2086,false,SIN,Asia Pacific,Singapore,24,7.69
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,7.69
47.243.90.180,2053,2053,true,HKG,Asia Pacific,Hong Kong,65,7.69
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,4,7.68
47.236.10.182,2053,2053,true,SIN,Asia Pacific,Singapore,76,7.68
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,6,7.68
47.236.150.13,2053,2053,true,SIN,Asia Pacific,Singapore,38,7.68
8.217.159.210,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,7.68
8.210.55.134,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,7.68
8.219.110.81,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.68
47.236.75.113,2083,2083,true,SIN,Asia Pacific,Singapore,69,7.67
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.67
8.219.106.156,2096,2096,true,SIN,Asia Pacific,Singapore,64,7.67
47.76.32.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,70,7.66
8.217.251.62,2083,2083,true,HKG,Asia Pacific,Hong Kong,99,7.66
8.218.53.110,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.66
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,39,7.65
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,56,7.65
8.218.174.118,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,7.65
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.65
8.219.191.40,2095,2095,false,SIN,Asia Pacific,Singapore,14,7.65
8.222.162.45,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.64
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,73,7.64
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,7.64
47.237.11.182,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.64
8.222.215.228,2082,2082,false,SIN,Asia Pacific,Singapore,19,7.64
8.222.215.228,2087,2087,true,SIN,Asia Pacific,Singapore,30,7.63
47.243.173.187,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,7.63
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,62,7.63
8.222.179.231,2053,2053,true,SIN,Asia Pacific,Singapore,35,7.63
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,39,7.63
47.236.202.91,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.63
47.236.87.246,2053,2053,true,SIN,Asia Pacific,Singapore,89,7.63
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,23,7.62
8.219.153.237,2082,2082,false,NRT,Asia Pacific,Tokyo,82,7.62
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,7.62
8.219.97.50,2087,2087,true,SIN,Asia Pacific,Singapore,40,7.62
47.243.86.79,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,7.62
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.61
47.236.164.215,2052,2052,false,SIN,Asia Pacific,Singapore,405,7.61
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,7.61
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,7.61
8.219.78.188,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.61
8.219.51.211,2082,2082,false,SIN,Asia Pacific,Singapore,7,7.60
47.76.159.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,7.60
8.219.66.156,2095,2095,false,NRT,Asia Pacific,Tokyo,79,7.60
8.219.142.191,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.60
8.219.104.37,2086,2086,false,SIN,Asia Pacific,Singapore,10,7.60
8.222.179.231,2096,2096,true,SIN,Asia Pacific,Singapore,37,7.59
8.219.100.168,2083,2083,true,SIN,Asia Pacific,Singapore,57,7.59
8.219.106.156,443,443,true,SIN,Asia Pacific,Singapore,74,7.59
8.217.121.207,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,7.59
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.58
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,99,7.58
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,58,7.58
8.218.11.90,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,7.58
8.219.40.37,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.58
8.210.101.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,7.58
8.210.203.7,8080,8080,false,HKG,Asia Pacific,Hong Kong,64,7.58
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,8,7.57
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,7.57
47.236.10.100,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.57
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.57
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,80,7.57
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.57
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,108,7.57
47.243.203.119,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,7.56
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,7.56
8.219.126.240,8880,8880,false,SIN,Asia Pacific,Singapore,8,7.56
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,27,7.56
47.236.150.13,8080,8080,false,SIN,Asia Pacific,Singapore,25,7.56
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.56
47.236.130.95,2083,2083,true,SIN,Asia Pacific,Singapore,154,7.56
8.219.194.170,2087,2087,true,SIN,Asia Pacific,Singapore,90,7.54
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,120,7.54
8.222.191.138,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.54
8.219.220.88,2083,2083,true,SIN,Asia Pacific,Singapore,67,7.53
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,7.53
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.52
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,34,7.52
8.218.174.118,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,7.52
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,85,7.52
47.236.165.25,2052,2052,false,SIN,Asia Pacific,Singapore,39,7.52
8.217.251.62,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,7.52
8.222.237.131,8443,8443,true,SIN,Asia Pacific,Singapore,60,7.51
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.51
47.236.172.71,2087,2087,true,SIN,Asia Pacific,Singapore,166,7.51
8.217.91.121,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,7.51
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,79,7.51
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.50
47.242.252.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,7.50
8.222.191.138,2087,2087,true,SIN,Asia Pacific,Singapore,67,7.50
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,114,7.50
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,5,7.50
8.218.136.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,7.49
8.210.3.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,7.49
8.219.49.65,2096,2096,true,SIN,Asia Pacific,Singapore,43,7.49
47.237.100.206,2087,2087,true,SIN,Asia Pacific,Singapore,85,7.49
47.236.171.205,2086,2086,false,SIN,Asia Pacific,Singapore,28,7.49
47.236.104.11,8443,8443,true,SIN,Asia Pacific,Singapore,69,7.49
47.237.86.185,8443,8443,true,SIN,Asia Pacific,Singapore,112,7.48
8.219.104.37,2095,2095,false,SIN,Asia Pacific,Singapore,62,7.48
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,7.48
8.218.2.181,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,7.48
8.222.237.131,2096,2096,true,SIN,Asia Pacific,Singapore,77,7.47
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,39,7.47
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,7.47
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,7,7.47
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.47
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,115,7.47
47.242.176.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,7.47
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,16,7.47
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,50,7.46
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,7.46
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,54,7.45
8.219.201.245,2053,2053,true,SIN,Asia Pacific,Singapore,83,7.45
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,64,7.45
47.245.102.52,2053,2053,true,SIN,Asia Pacific,Singapore,31,7.45
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,44,7.44
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.44
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,7.44
8.219.99.169,80,80,false,SIN,Asia Pacific,Singapore,8,7.43
8.210.174.156,2096,2096,true,HKG,Asia Pacific,Hong Kong,50,7.43
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.43
8.219.117.198,2052,2052,false,SIN,Asia Pacific,Singapore,9,7.42
8.219.1.92,2087,2087,true,SIN,Asia Pacific,Singapore,56,7.42
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,23,7.42
8.219.107.135,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.42
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.42
47.242.79.71,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,7.42
8.219.1.92,8443,8443,true,SIN,Asia Pacific,Singapore,59,7.42
47.236.168.17,8080,8080,false,SIN,Asia Pacific,Singapore,25,7.41
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,16,7.41
47.236.144.208,2082,2082,false,SIN,Asia Pacific,Singapore,26,7.41
8.210.55.134,80,80,false,HKG,Asia Pacific,Hong Kong,43,7.41
8.219.117.198,8443,8443,true,SIN,Asia Pacific,Singapore,109,7.41
47.242.17.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,101,7.40
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,52,7.40
47.243.139.243,2053,2053,true,HKG,Asia Pacific,Hong Kong,76,7.40
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,130,7.40
8.210.175.109,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,7.39
8.219.124.227,443,443,true,SIN,Asia Pacific,Singapore,87,7.39
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,74,7.38
8.222.187.4,8443,8443,true,SIN,Asia Pacific,Singapore,52,7.38
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.38
8.222.208.38,2087,2087,true,SIN,Asia Pacific,Singapore,43,7.38
8.219.189.143,2052,2052,false,SIN,Asia Pacific,Singapore,16,7.38
8.219.40.37,2095,2095,false,SIN,Asia Pacific,Singapore,7,7.38
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,109,7.38
47.236.205.188,2087,2087,true,SIN,Asia Pacific,Singapore,49,7.37
8.219.97.50,2083,2083,true,SIN,Asia Pacific,Singapore,68,7.37
47.243.139.85,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,7.37
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,7.37
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.36
47.237.95.146,2053,2053,true,SIN,Asia Pacific,Singapore,25,7.36
47.236.97.90,2082,2082,false,SIN,Asia Pacific,Singapore,37,7.36
47.237.83.20,2096,2096,true,SIN,Asia Pacific,Singapore,69,7.36
8.217.149.28,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.36
47.243.91.58,80,80,false,HKG,Asia Pacific,Hong Kong,53,7.35
47.236.166.131,8443,8443,true,SIN,Asia Pacific,Singapore,97,7.34
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,7.34
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,40,7.33
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,53,7.33
47.236.75.113,2053,2053,true,SIN,Asia Pacific,Singapore,84,7.32
