IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.0.31,2087,2087,true,SIN,Asia Pacific,Singapore,122,7.77
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,85,7.76
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,52,7.76
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,55,7.76
8.219.198.139,2053,2053,true,SIN,Asia Pacific,Singapore,79,7.76
47.236.202.91,2053,2053,true,SIN,Asia Pacific,Singapore,161,7.76
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,39,7.76
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.75
8.218.18.235,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,7.75
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,7.75
47.236.180.51,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.74
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,302,7.74
8.219.87.30,8443,8443,true,SIN,Asia Pacific,Singapore,63,7.74
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.74
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,60,7.74
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,48,7.73
47.238.6.102,8443,8443,true,HKG,Asia Pacific,Hong Kong,94,7.73
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.73
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,37,7.73
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,69,7.71
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,15,7.71
8.219.67.133,2083,2083,true,SIN,Asia Pacific,Singapore,78,7.71
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,31,7.71
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.70
8.219.229.190,80,80,false,SIN,Asia Pacific,Singapore,21,7.70
8.222.180.86,8443,8443,true,SIN,Asia Pacific,Singapore,87,7.70
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,89,7.70
8.219.111.147,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.70
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,7.70
8.219.191.110,8080,8080,false,SIN,Asia Pacific,Singapore,43,7.70
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,47,7.70
8.219.248.47,8880,8880,false,SIN,Asia Pacific,Singapore,23,7.69
8.222.174.108,2087,2087,true,SIN,Asia Pacific,Singapore,121,7.69
47.237.95.13,2083,2083,true,SIN,Asia Pacific,Singapore,52,7.69
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,250,7.68
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,34,7.68
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,7.67
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,7.67
8.219.209.14,2082,2082,false,SIN,Asia Pacific,Singapore,25,7.67
8.222.136.247,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.67
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,7.66
8.219.51.211,8443,8443,true,SIN,Asia Pacific,Singapore,54,7.66
8.210.100.23,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,7.65
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,78,7.65
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,22,7.65
8.218.18.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,70,7.65
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,33,7.65
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,7.64
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,41,7.64
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,2,7.63
47.237.81.112,8880,8880,false,SIN,Asia Pacific,Singapore,31,7.63
8.219.83.71,2083,2083,true,SIN,Asia Pacific,Singapore,85,7.63
8.217.221.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,73,7.62
8.219.210.57,8443,8443,true,SIN,Asia Pacific,Singapore,70,7.61
8.210.146.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,7.61
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,100,7.61
8.222.144.50,2083,2083,true,SIN,Asia Pacific,Singapore,43,7.61
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,7.61
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.60
8.219.86.200,2053,2053,true,SIN,Asia Pacific,Singapore,89,7.59
47.76.77.103,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,7.59
8.219.93.5,2096,2096,true,SIN,Asia Pacific,Singapore,71,7.58
47.236.253.41,2087,2087,true,SIN,Asia Pacific,Singapore,111,7.58
8.222.183.242,80,80,false,SIN,Asia Pacific,Singapore,36,7.57
8.217.145.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,7.57
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.57
8.218.126.53,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,7.57
8.219.110.81,80,80,false,SIN,Asia Pacific,Singapore,19,7.57
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,31,7.56
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,107,7.56
8.219.49.65,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.56
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.56
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,33,7.56
8.210.175.109,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,7.56
47.251.74.226,80,80,false,LAX,North America,Los Angeles,172,7.55
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.55
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,7.55
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.54
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,102,7.54
8.222.160.176,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.54
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,127,7.54
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,7.53
47.242.176.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,78,7.53
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,22,7.52
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,55,7.52
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,42,7.52
47.237.14.220,2096,2096,true,SIN,Asia Pacific,Singapore,103,7.52
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,127,7.52
8.219.100.168,2083,2083,true,SIN,Asia Pacific,Singapore,49,7.51
47.236.167.231,2096,2096,true,SIN,Asia Pacific,Singapore,66,7.51
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,7.51
8.218.155.238,8443,8443,true,HKG,Asia Pacific,Hong Kong,60,7.51
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,7.50
47.243.169.63,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,7.50
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.50
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.50
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,2,7.50
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,17,7.50
8.219.6.150,2087,2087,true,SIN,Asia Pacific,Singapore,49,7.50
47.236.237.90,8443,8443,true,SIN,Asia Pacific,Singapore,104,7.50
8.218.18.235,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,7.50
47.236.237.90,2052,2052,false,SIN,Asia Pacific,Singapore,42,7.49
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,15,7.49
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,7.49
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.49
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,95,7.49
8.219.210.57,2082,2082,false,SIN,Asia Pacific,Singapore,7,7.49
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,97,7.49
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,7.48
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,93,7.46
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,42,7.46
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,171,7.45
8.219.103.65,8443,8443,true,SIN,Asia Pacific,Singapore,82,7.45
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,8,7.44
47.237.0.31,2052,2052,false,SIN,Asia Pacific,Singapore,52,7.44
47.236.170.225,2052,2052,false,SIN,Asia Pacific,Singapore,51,7.44
47.76.178.146,2053,2053,true,HKG,Asia Pacific,Hong Kong,47,7.43
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,12,7.43
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,51,7.42
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.42
8.210.9.129,2096,2096,true,HKG,Asia Pacific,Hong Kong,34,7.42
47.238.6.102,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,7.42
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,7.41
8.219.99.169,8880,8880,false,SIN,Asia Pacific,Singapore,14,7.40
8.219.83.201,80,80,false,SIN,Asia Pacific,Singapore,14,7.40
8.218.243.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,7.39
8.219.111.147,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.39
47.237.83.20,2053,2053,true,SIN,Asia Pacific,Singapore,105,7.39
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,139,7.39
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,7.39
47.237.92.26,80,80,false,SIN,Asia Pacific,Singapore,14,7.39
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,64,7.38
8.210.3.24,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,7.38
8.219.198.34,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.38
47.236.253.41,2096,2096,true,SIN,Asia Pacific,Singapore,91,7.37
8.219.229.190,8880,8880,false,SIN,Asia Pacific,Singapore,13,7.37
8.219.198.139,2052,2052,false,SIN,Asia Pacific,Singapore,14,7.37
47.242.232.14,2083,2083,true,HKG,Asia Pacific,Hong Kong,72,7.37
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,7.37
8.219.191.110,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.36
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,25,7.36
8.222.237.131,2095,2095,false,SIN,Asia Pacific,Singapore,17,7.36
47.237.95.156,2087,2087,true,SIN,Asia Pacific,Singapore,53,7.36
8.219.191.40,8443,8443,true,SIN,Asia Pacific,Singapore,73,7.35
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,7.35
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,7.35
8.219.83.71,2087,2087,true,SIN,Asia Pacific,Singapore,132,7.35
8.218.18.132,80,80,false,HKG,Asia Pacific,Hong Kong,47,7.35
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.35
8.222.237.131,8880,8880,false,SIN,Asia Pacific,Singapore,26,7.34
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,7.34
8.217.193.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,50,7.34
47.243.169.63,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,7.34
8.219.114.201,2082,2082,false,SIN,Asia Pacific,Singapore,16,7.34
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,68,7.34
8.217.121.207,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,7.33
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,61,7.33
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,9,7.33
47.236.5.223,2087,2087,true,SIN,Asia Pacific,Singapore,52,7.33
47.243.203.119,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,7.33
8.210.207.214,80,80,false,HKG,Asia Pacific,Hong Kong,45,7.32
47.237.11.182,2053,2053,true,SIN,Asia Pacific,Singapore,75,7.31
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,7.31
8.219.0.162,2053,2053,true,SIN,Asia Pacific,Singapore,23,7.31
8.219.42.72,2052,2052,false,SIN,Asia Pacific,Singapore,6,7.31
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,4,7.30
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.30
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,106,7.30
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,7.30
8.219.210.64,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.30
47.243.139.85,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,7.30
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,6,7.29
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,49,7.28
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,41,7.28
47.237.0.31,8880,8880,false,SIN,Asia Pacific,Singapore,13,7.28
8.219.210.57,2087,2087,true,SIN,Asia Pacific,Singapore,90,7.28
8.217.121.207,2083,2083,true,HKG,Asia Pacific,Hong Kong,59,7.28
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,7.27
47.243.139.85,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,7.27
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,53,7.27
47.236.237.90,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.27
8.210.245.224,2096,2096,true,HKG,Asia Pacific,Hong Kong,41,7.26
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,101,7.26
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,16,7.26
8.219.189.143,2083,2083,true,SIN,Asia Pacific,Singapore,50,7.26
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,7.26
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,54,7.26
8.222.137.192,2096,2096,true,SIN,Asia Pacific,Singapore,80,7.26
47.245.105.224,80,80,false,SIN,Asia Pacific,Singapore,14,7.25
8.210.175.109,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,7.25
8.219.220.88,8080,8080,false,SIN,Asia Pacific,Singapore,13,7.25
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,89,7.24
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,71,7.24
8.210.21.65,8443,8443,true,HKG,Asia Pacific,Hong Kong,41,7.24
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,7.23
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,59,7.23
8.219.40.37,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.23
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,6,7.22
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,7,7.22
8.217.145.40,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,7.22
8.217.159.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,99,7.22
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,83,7.21
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,7.21
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,7.21
47.236.172.71,2082,2082,false,SIN,Asia Pacific,Singapore,65,7.21
8.219.110.81,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.21
47.243.90.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,7.20
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,7.20
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,8,7.20
8.219.177.205,80,80,false,SIN,Asia Pacific,Singapore,22,7.19
8.219.170.232,2053,2053,true,SIN,Asia Pacific,Singapore,7,7.19
47.242.155.183,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,7.19
8.218.207.169,2087,2087,true,HKG,Asia Pacific,Hong Kong,117,7.18
47.243.139.243,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,7.17
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,98,7.17
8.219.66.156,443,443,true,NRT,Asia Pacific,Tokyo,65,7.17
8.219.5.10,2053,2053,true,SIN,Asia Pacific,Singapore,67,7.16
47.243.139.85,2087,2087,true,HKG,Asia Pacific,Hong Kong,50,7.16
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,69,7.16
8.218.155.238,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,7.16
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,7.15
47.236.253.41,8443,8443,true,SIN,Asia Pacific,Singapore,115,7.15
47.243.234.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,7.15
8.219.78.1,443,443,true,SIN,Asia Pacific,Singapore,124,7.15
8.217.164.10,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,7.15
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,21,7.14
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,87,7.14
47.237.11.182,2052,2052,false,SIN,Asia Pacific,Singapore,21,7.14
8.219.110.81,2087,2087,true,SIN,Asia Pacific,Singapore,42,7.14
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.13
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,74,7.13
8.219.6.150,2083,2083,true,SIN,Asia Pacific,Singapore,72,7.13
8.218.222.36,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,7.13
47.236.172.71,8443,8443,true,SIN,Asia Pacific,Singapore,155,7.12
8.219.99.169,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.12
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,23,7.12
47.243.234.9,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,7.12
47.251.74.226,443,443,true,LAX,North America,Los Angeles,170,7.11
8.219.97.50,2052,2052,false,SIN,Asia Pacific,Singapore,17,7.11
8.219.177.205,8443,8443,true,SIN,Asia Pacific,Singapore,65,7.11
47.236.169.15,8443,8443,true,SIN,Asia Pacific,Singapore,112,7.11
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,72,7.11
8.219.237.250,2087,2087,true,SIN,Asia Pacific,Singapore,114,7.11
8.222.167.147,8443,8443,true,SIN,Asia Pacific,Singapore,30,7.11
8.219.174.142,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.10
8.219.201.245,8443,8443,true,SIN,Asia Pacific,Singapore,73,7.10
8.222.187.4,80,80,false,SIN,Asia Pacific,Singapore,14,7.10
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.10
8.219.49.65,2086,2086,false,SIN,Asia Pacific,Singapore,30,7.09
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,8,7.09
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,23,7.09
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,66,7.08
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.08
47.237.95.146,8080,8080,false,SIN,Asia Pacific,Singapore,31,7.08
8.222.137.192,443,443,true,SIN,Asia Pacific,Singapore,72,7.08
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,7.08
47.236.17.193,2096,2096,true,SIN,Asia Pacific,Singapore,51,7.08
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.07
8.219.107.135,2052,2052,false,SIN,Asia Pacific,Singapore,11,7.07
8.219.97.50,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.07
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,68,7.06
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,30,7.06
8.219.147.58,2096,2096,true,SIN,Asia Pacific,Singapore,63,7.06
8.219.189.143,2053,2053,true,SIN,Asia Pacific,Singapore,96,7.05
8.217.121.207,2086,2086,false,HKG,Asia Pacific,Hong Kong,60,7.05
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.05
8.218.207.169,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,7.05
8.210.245.224,8443,8443,true,HKG,Asia Pacific,Hong Kong,96,7.04
47.237.95.156,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.04
8.219.4.122,8080,8080,false,SIN,Asia Pacific,Singapore,3,7.03
8.219.5.10,2052,2052,false,SIN,Asia Pacific,Singapore,2,7.03
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,7.03
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,53,7.03
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.03
