IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
165.1.76.23,80,false,SJC,North America,San Jose,169 ms,2858 kB/s
89.168.122.44,80,false,FRA,Europe,Frankfurt,257 ms,1508 kB/s
193.123.252.170,8880,false,ICN,Asia Pacific,Seoul,69 ms,1411 kB/s
152.67.222.250,80,false,ICN,Asia Pacific,Seoul,151 ms,87 kB/s
140.238.29.117,443,false,ICN,Asia Pacific,Seoul,89 ms,73 kB/s
164.152.34.166,80,false,GRU,South America,São Paulo,368 ms,3 kB/s
144.24.200.164,80,false,MRS,Europe,Marseille,366 ms,0 kB/s
168.138.47.238,8443,false,KIX,Asia Pacific,Osaka,250 ms,0 kB/s
